profile_name,user_reviews,rating_date,visit_date,summary,text,stars
P9229OQrachela,7 reviews,"Reviewed October 30, 2017",Date of visit: October 2017,Overrated,"Myself and my boyfriend were staying just down the road and walked past to see that the place had a buzzing atmosphere. We said that we must go there for dinner as the menu has many options and there were lots of
Guests so it...More",2
lowds,11 reviews,"Reviewed October 30, 2017",Date of visit: October 2017,Ribs,Went here with a party of 28 excellent service and entertainment highly recommend the ribs (cowboy portion) would definitely return if came back to paphos,5
804gemi,28 reviews,"Reviewed October 29, 2017",Date of visit: October 2017,Second visit this holiday!,"We went to Fat Mamas twice the last time we came to Paphos, 13 years ago, when we got married and before we had kids. When we booked to go back this year we couldn’t wait to take our 3 children there, Although we were...More",5
adrienne h,17 reviews,"Reviewed October 28, 2017",Date of visit: October 2017,Dinner,A great family restaurant with entertainment and extras for the kids. Good food but HUGE helpings this Fat Mummas!,4
Jolu980,5 reviews,"Reviewed October 27, 2017",Date of visit: October 2017,Birthday,"Good Fun restaurant on the strip with good dancers and waiters the food and drinks were  reasonably priced and served very quickly. Burgers were good  but chips under cooked. Did tell waitress but she just said oh... 
would have made a bigger deal but was...More",4
caz21102017,19 reviews,"Reviewed October 27, 2017",Date of visit: October 2017,entertaining,we went there for a meal with my 2 year old grandson. the show was god the food fantastic the girls dancing were good with my grandson who wnted to dance with them as he stripped to his nappy to join in thanks for beening...More,5
Rachrowe,7 reviews,"Reviewed October 27, 2017",Date of visit: October 2017,Amazing,"Well worth a visit the food was fabulous just what you need sometimes when you get fed up of hotel meals...
Reasonably priced and massive portion sizes,  so for those of you  with a good appetite like me it is well worth a trip..
when...More",5
davetnip,10 reviews,"Reviewed October 26, 2017",Date of visit: October 2017,Make sure you fast before you go!,Really good atmosphere at this place and the staff are very helpful! BELIEVE what you read about the portions as they are huge! Will definitely return when back in Paphos!,5
Jason D,7 reviews,"Reviewed October 25, 2017",Date of visit: October 2017,Great food,"Great food
Good entertainment 
Nice staff
Average prices
You won't come out hungery 
What more could you ask for
All in all good restaurant",5
Roam533797,5 reviews,"Reviewed October 25, 2017",Date of visit: August 2017,Excellent Everything,AMaZING! Lovely food and drinks. Everything was cooked to perfection. Especially burgers and other dishes. Staff were friendly. And the caberae show= Spectacular! Definitely go here If you ever get the chance.Thanks Fat Mamas for an amazing meal.,5
HTM1706,39 reviews,"Reviewed October 24, 2017",Date of visit: October 2017,"Fast food type place with a variety of choices and well prepared, and cabaret",We went twice. American style menu with big portions.  Food and service were excellent. There was a cabaret of three dancers who were very talented and fun to watch. Very good value and great atmosphere. Highly  recommended,5
797pamw,1 review,"Reviewed October 24, 2017",Date of visit: August 2017,Fun night,"Took our 2 granddaughters. We all had a fun night, nice food & good entertainment. Pre booked our table & requested to be seated at the front for a good viewe of the entertainment.",5
Henry_Mac12,68 reviews,"Reviewed October 24, 2017",Date of visit: October 2017,Great food and a great atmosphere,"Food was great and the added singing and dancing every half hour in the evening was an added bonus, would definitely eat there again. Would definitely note that a full sized pizza is very large so would opt for the regular sized one. The mocktails...More",5
DennisU653,38 reviews,"Reviewed October 23, 2017",Date of visit: October 2017,Worth a return visit,Have been returning here for the last 20 years because you always get great food and excellent service. Shows are not quite as good as they used to be but fun for families and children alike.,4
120colin,67 reviews,"Reviewed October 22, 2017",Date of visit: October 2017,Anniversary visit with friends,"We decided to make fat mamma’s our place to for wedding anniversary meal though the food was good but the staff could have been a bit more attentive things were a bit slow, they did come and congratulate us and brought us a drink when...More",4
Mel P,46 reviews,"Reviewed October 22, 2017",Date of visit: October 2017,Amazing,This is a great restaurant food is to die for I ordered a small portion omg it was huge couldn't eat it all good prices too,5
coolcookingteacher,625 reviews,"Reviewed October 20, 2017",Date of visit: October 2017,Great for families,"Cocktails very good but aimed at families with Fat Mama making a cartoon appearance at 7pm....singers, dancers, evening entertainment, we had an early evening drink and moved on to somewhere a bit more authentic!More",3
joanneq192,3 reviews,"Reviewed October 19, 2017",Date of visit: October 2017,Amazing place amazing food amazing people,We went here for our wedding anniversary meal and were celebrated by the dancers and staff ... We always go here when in Cyprus we just love it x,5
stewartgrumpsa,8 reviews,"Reviewed October 17, 2017",Date of visit: October 2017,Delicious food nice atmosphere,Just passing. Decided to stop for a meal. Glad we did it was delicious. Every now and then MUSIC volume would go up and dancers would come on adding to the enjoyment. Only restaurant in Paphos we visited twice. 2nd meal was as good as...More,4
papanicol,9 reviews,"Reviewed October 17, 2017",Date of visit: October 2017,Eating out.,Decent food at decent prices. 3 courses for 13 euros was a good price although there was cheaper places about.,5
Caroline440,10 reviews,"Reviewed October 16, 2017",Date of visit: October 2017,"Good food, slow service","Visited here once during our stay. The food was really good. Very varied menu, crayons for kids, and reasonably priced. Staff were also friendly. However was quite disappointed with the service. Food seemed to take a while to arrive. Then no one came to take...More",3
an272,3 reviews,"Reviewed October 15, 2017",Date of visit: September 2017,Unfortunately a bad review,We have came here since 2014 on our annual holiday often visiting numerous times on our holiday .....unfortunately this year we only visited once as the device had went down hill as had the food ....I was served off seabass (I have been a chef...More,1
MillersB,2 reviews,"Reviewed October 15, 2017",Date of visit: October 2017,Great food,Had dinner one night in fat mamma the food was amazing and the staff was lovely and they put on some entertainment while we where eating would defo go back if I returned to Cyprus x,5
Poppy4039,42 reviews,"Reviewed October 13, 2017",Date of visit: October 2017,Great yet again,This was our second time here as we came same time last year this time I brought 8 of my family as we thought it was very good. The meals are massive and great value. All our party said how good it was drinks are...More,5
Alex F,26 reviews,"Reviewed October 12, 2017",Date of visit: April 2017,fantastic,this is a great place for families the staff put on a great show of dance and singing the best in the world but entertainment the food is very good try the ribs but be hungry as there is a lot,5
Voyager724014,5 reviews,"Reviewed October 12, 2017",Date of visit: October 2017,Great food,We went for a meal in the hotel food was rubbish one off the best food we had all week  five minutes walk from our hotel great family  some great English bar near there,5
Maladonis,149 reviews,"Reviewed October 11, 2017",Date of visit: October 2017,Lovely Meal & Mostly Decent Staff,"Attended with seven members of my family. We all had starters, a main course and a couple of puddings washed down with red wine and Keo. 

Four steaks, a chicken dish and burgers which were all cooked very well no complaints at all. 

Entertainment was...More",4
JaneHazelgrove,22 reviews,"Reviewed October 11, 2017",Date of visit: October 2017,Quick bite,"We dropped in 
The service was friendly but not the fastest
The food was good and portions enormous 
Bill very reasonable
Entertainment a bit cheesy but it doesn't claim to be a BAFTA contender",4
